 ; ;Couleur lignée;Code;Lignée;Acronyme lignée;Marque;Marque 2;Sexe;D. naissance;Âge (jours);Âge (semaines);Gène;Génotype;Génération;Backcross;En croisement;Objectif;Type marque;Espèce;Souche;Procédure;Cage;Cage code 2;Localisation;C. principal;C. associé;État;Origine;Source;Génér. primate;Croisement origine;Commande;Centre;Embryon;Non sevré;Poids;Unité poids;Couleur;Statut sanitaire;Statut génétique;D. élimination;Type élimination;Degré gravité;Gravité locale;Raison d'élimination;BU;Réutilisation enregistrée;Finalité 1;Finalité 2;Finalité 3;Finalité 4;Essais conformément à la législation;Exigences législatives;Techniques d'un intêret particulier;Anesthésie;Analgésie;Raison de reclassement;D. 1ère activité;ID échantillon génotypage;Observations;Observations élimination;Services en attente;Incidents ouverts;Femelles gestantes ;Examens cliniques;Projet;Méthode d'échantillon;Date de prélèvement d'échantillon;Gravité génotypage;Échantillons NorayBanks;Date entrée procédure;Pièce (dernière localisation);Portoir (dernière localisation);Code cage (dernière localisation);Responsable élimination;Méthode d'euthanasie
;;;ICM-010048-24;"B6(Cg)-Ndnftm1.1(cre/ERT2)Ispgl/J_B6.129-
Grin1tm1Rsp/Kctt_B6.Cg-
Gt(ROSA)26Sortm14(CAG-tdTomato)Hze/J";"Ndnf-IRES-CreERT2 ; NR1Flox ; Ai14-
Tom";165;;Femelle;06/04/2024;68;9;Ndnf-Ires-CreERT2 || NR1flox || TdTomato;cre / wt || flox/flox || Tg/wt;;;Décoché;;01 Tatouage phalange(s);01 SOURIS;C57BL/6J;REBOLA n°269 : Décodage du traitement de l'information contextuelle par les microcircuits de la couche 1 du néocortex de la souris;;;;REBOLA Nelson;;Inactif;Interne;[O1] Animaux nés dans l’UE chez un éleveur enregistré;;344-24//;;Institut du Cerveau et de la Moelle épinière;;Décoché;;;;;[GS2] Génétiquement modifié sans phénotype nocif;13/06/2024;Mise à mort;4 - classe sans réveil;;D - Animal euthanasié pour autre raison;;;Recherche fondamentale;Système nerveux;;;;;;;;;;;;;;;Décoché;;Projet n°P269R;;;;Décoché;06/04/2024;04 Zone Expé. A2 souris -3.076bis;n°54 GM70 AIGROT /REBOLA /SANTIN;4188-24;PICARD Timothee;CO2
